GTM Type,Board Size,Game State,Train Dataset,Test Dataset,Log Folder,#Examples,Epochs,#Clauses,T,s,Train Accuracy,Test Accuracy,Train Time,Test Time,Total Time
Multi,11,0,./data/self/train-self-11-50000-0-5-2024-12-15-170307.json,./data/self/eval-self-11-5000-0-0-2024-12-15-161309.json,./log/train/train-2024-12-1520:08:26.774400,5000,30,1000,100,10.0,52.7,54.900000000000006,7.397412061691284,0.6385126113891602,344.99787163734436
Multi,11,0,./data/self/train-self-11-5000-0-0-2024-12-15-161309.json,./data/self/eval-self-11-5000-0-0-2024-12-15-161309.json,./log/train/train-2024-12-1520:26:44.744451,5000,30,1000,100,10.0,46.46,42.199999999999996,7.336709976196289,0.31256794929504395,315.203640460968
Multi,11,0,./data/self/train-self-11-5000-0-0-2024-12-15-161309.json,./data/self/eval-self-11-5000-0-0-2024-12-15-161309.json,./log/train/train-2024-12-1520:39:53.641571,5000,30,200,100,10.0,54.459999999999994,57.99999999999999,9.313504695892334,0.032294511795043945,289.1270682811737
Multi,11,0,./data/self/train-self-11-5000-0-0-2024-12-15-161309.json,./data/self/eval-self-11-5000-0-0-2024-12-15-161309.json,./log/train/train-2024-12-1520:46:21.152299,5000,30,200,100,3.0,51.2,57.99999999999999,7.398099422454834,0.03221750259399414,296.77089047431946
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:02:27.973096,254,100,20,100,1.5,96.8503937007874,98.0,3.1263771057128906,0.020012378692626953,38.11333632469177
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:04:38.587674,254,100,30,100,1.5,96.8503937007874,90.0,2.943345308303833,0.02215266227722168,39.44111084938049
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:05:36.878706,254,100,10,100,1.5,85.43307086614173,84.0,2.936781167984009,0.01949477195739746,38.702120304107666
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:07:24.213948,254,100,100,100,1.5,79.92125984251969,78.0,4.032971143722534,0.024966955184936523,50.18918704986572
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:08:33.528883,254,100,30,100,2.0,90.94488188976378,98.0,0.6788461208343506,0.019686460494995117,37.80869650840759
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:09:32.296543,254,100,30,100,2.5,85.8267716535433,86.0,0.6934928894042969,0.021707534790039062,37.92902994155884
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:10:32.891546,254,100,30,60,2.5,84.25196850393701,88.0,3.8943681716918945,0.021239280700683594,42.07909059524536
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:11:38.885295,254,100,30,300,2.5,91.73228346456693,92.0,1.8242833614349365,0.02058887481689453,39.14482760429382
Multi,11,0,./data/granmo/train-2024-10-18-21:00:32.345197.json,./data/granmo/train-2024-10-18-21:00:32.345197.json,./log/train/train-2024-12-1618:12:47.278686,254,100,30,150,2.0,89.37007874015748,92.0,1.838472843170166,0.02176976203918457,39.42640399932861
